job_id,job_city,job_industry,job_type,job_ownership,job_req_min_experience,received_callback,race,gender,years_college,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_gap,has_email_address,resume_quality
997,Chicago,wholesale_and_retail_trade,manager,unknown,0.1,0,black,F,4,NO,11,YES,YES,NO,NO,YES,YES,high
997,Chicago,wholesale_and_retail_trade,manager,unknown,0.1,0,black,M,2,NO,2,NO,YES,NO,NO,NO,NO,low
997,Chicago,wholesale_and_retail_trade,manager,unknown,0.1,0,white,F,3,NO,12,NO,YES,NO,NO,NO,NO,low
996,Chicago,business_and_personal_service,supervisor,unknown,0,0,black,F,4,YES,12,YES,YES,NO,NO,NO,YES,high
996,Chicago,business_and_personal_service,supervisor,unknown,0,0,black,F,4,YES,11,YES,NO,NO,NO,NO,NO,low
996,Chicago,business_and_personal_service,supervisor,unknown,0,0,white,F,4,NO,15,YES,NO,NO,NO,YES,NO,low
997,Chicago,wholesale_and_retail_trade,manager,unknown,0.1,0,white,M,4,NO,13,YES,YES,NO,NO,YES,YES,high
999,Chicago,manufacturing,sales_rep,private,0,0,black,F,2,YES,5,NO,YES,YES,NO,NO,NO,low
998,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,4,YES,5,YES,NO,NO,NO,YES,YES,high
999,Chicago,manufacturing,sales_rep,private,0,0,white,M,2,NO,9,YES,YES,NO,NO,YES,NO,low
999,Chicago,manufacturing,sales_rep,private,0,0,white,M,3,NO,3,NO,YES,NO,NO,YES,YES,high
999,Chicago,manufacturing,sales_rep,private,0,0,black,M,4,YES,11,NO,NO,NO,YES,YES,YES,high
998,Chicago,business_and_personal_service,secretary,unknown,0,0,black,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
998,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,2,YES,6,YES,NO,YES,NO,YES,NO,low
998,Chicago,business_and_personal_service,secretary,unknown,0,0,black,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
321,Boston,business_and_personal_service,sales_rep,private,2,0,white,F,4,NO,10,YES,NO,NO,NO,YES,NO,low
186,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
142,Boston,wholesale_and_retail_trade,manager,unknown,3,0,white,F,4,YES,14,YES,YES,YES,NO,NO,NO,high
75,Boston,other_service,sales_rep,unknown,5,1,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
75,Boston,other_service,sales_rep,unknown,5,1,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
102,Boston,other_service,sales_rep,unknown,2,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
142,Boston,wholesale_and_retail_trade,manager,unknown,3,0,white,M,4,NO,26,NO,NO,NO,NO,NO,NO,low
102,Boston,other_service,sales_rep,unknown,2,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
75,Boston,other_service,sales_rep,unknown,5,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
149,Boston,business_and_personal_service,sales_rep,public,0,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
149,Boston,business_and_personal_service,sales_rep,public,0,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
149,Boston,business_and_personal_service,sales_rep,public,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
102,Boston,other_service,sales_rep,unknown,2,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
127,Boston,wholesale_and_retail_trade,manager,private,5,0,white,F,4,YES,14,YES,YES,YES,NO,NO,NO,high
203,Boston,wholesale_and_retail_trade,manager,private,5,0,white,F,4,YES,14,YES,YES,YES,NO,NO,NO,high
127,Boston,wholesale_and_retail_trade,manager,private,5,0,black,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
203,Boston,wholesale_and_retail_trade,manager,private,5,0,black,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
227,Boston,business_and_personal_service,retail_sales,public,0.1,0,black,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
321,Boston,business_and_personal_service,sales_rep,private,2,0,black,F,4,NO,10,YES,NO,NO,YES,YES,YES,high
186,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
227,Boston,business_and_personal_service,retail_sales,public,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
203,Boston,wholesale_and_retail_trade,manager,private,5,0,white,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
321,Boston,business_and_personal_service,sales_rep,private,2,0,black,M,4,NO,13,NO,NO,NO,NO,YES,NO,low
186,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
321,Boston,business_and_personal_service,sales_rep,private,2,0,white,F,4,YES,23,YES,NO,YES,NO,YES,YES,high
75,Boston,other_service,sales_rep,unknown,5,1,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
127,Boston,wholesale_and_retail_trade,manager,private,5,0,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
149,Boston,business_and_personal_service,sales_rep,public,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
186,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
203,Boston,wholesale_and_retail_trade,manager,private,5,0,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
142,Boston,wholesale_and_retail_trade,manager,unknown,3,0,black,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
127,Boston,wholesale_and_retail_trade,manager,private,5,0,white,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
227,Boston,business_and_personal_service,retail_sales,public,0.1,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
142,Boston,wholesale_and_retail_trade,manager,unknown,3,0,black,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
102,Boston,other_service,sales_rep,unknown,2,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
227,Boston,business_and_personal_service,retail_sales,public,0.1,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
1000,Chicago,business_and_personal_service,clerical,unknown,0,0,black,F,4,YES,4,YES,NO,NO,NO,NO,YES,high
1000,Chicago,business_and_personal_service,clerical,unknown,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1000,Chicago,business_and_personal_service,clerical,unknown,0,0,black,F,4,NO,5,YES,NO,NO,NO,YES,NO,low
1000,Chicago,business_and_personal_service,clerical,unknown,0,0,white,F,4,YES,3,YES,YES,YES,NO,NO,YES,high
1001,Chicago,wholesale_and_retail_trade,secretary,private,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1001,Chicago,wholesale_and_retail_trade,secretary,private,0,0,white,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
1001,Chicago,wholesale_and_retail_trade,secretary,private,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1001,Chicago,wholesale_and_retail_trade,secretary,private,0,0,black,F,4,YES,10,YES,NO,YES,NO,NO,YES,high
1002,Chicago,other_service,secretary,unknown,0,0,white,F,4,YES,14,YES,NO,NO,NO,NO,NO,low
1002,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1002,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
1002,Chicago,other_service,secretary,unknown,0,0,white,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
62,Boston,wholesale_and_retail_trade,manager,private,1,0,white,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
62,Boston,wholesale_and_retail_trade,manager,private,1,0,white,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
31,Boston,manufacturing,manager,private,0.1,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
31,Boston,manufacturing,manager,private,0.1,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
170,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
2,Boston,transportation_communication,sales_rep,public,1,0,black,F,4,YES,8,YES,NO,NO,NO,NO,NO,low
254,Boston,wholesale_and_retail_trade,manager,nonprofit,0.1,0,white,M,4,NO,26,NO,NO,NO,NO,NO,NO,low
96,Boston,other_service,retail_sales,unknown,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
254,Boston,wholesale_and_retail_trade,manager,nonprofit,0.1,0,black,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
31,Boston,manufacturing,manager,private,0.1,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
31,Boston,manufacturing,manager,private,0.1,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
62,Boston,wholesale_and_retail_trade,manager,private,1,0,black,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
62,Boston,wholesale_and_retail_trade,manager,private,1,0,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
96,Boston,other_service,retail_sales,unknown,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
254,Boston,wholesale_and_retail_trade,manager,nonprofit,0.1,1,black,F,4,NO,8,YES,NO,NO,NO,NO,NO,low
170,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
2,Boston,transportation_communication,sales_rep,public,1,0,white,M,4,YES,8,NO,NO,NO,NO,NO,NO,low
170,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
254,Boston,wholesale_and_retail_trade,manager,nonprofit,0.1,0,white,M,4,NO,18,YES,NO,YES,NO,NO,NO,high
170,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
96,Boston,other_service,retail_sales,unknown,0,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
2,Boston,transportation_communication,sales_rep,public,1,0,white,F,4,NO,8,NO,NO,YES,NO,NO,YES,high
96,Boston,other_service,retail_sales,unknown,0,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
2,Boston,transportation_communication,sales_rep,public,1,0,black,M,4,NO,10,YES,NO,YES,NO,YES,YES,high
1003,Boston,other_service,clerical,unknown,0,0,white,F,3,YES,13,YES,YES,NO,NO,YES,NO,low
1003,Boston,other_service,clerical,unknown,0,1,white,F,4,YES,9,YES,NO,YES,NO,YES,YES,high
1003,Boston,other_service,clerical,unknown,0,1,black,F,4,NO,13,YES,YES,YES,NO,YES,YES,high
1003,Boston,other_service,clerical,unknown,0,0,black,F,3,YES,7,YES,YES,NO,NO,YES,NO,low
1004,Boston,other_service,secretary,private,0,0,white,F,3,YES,7,YES,YES,NO,NO,YES,NO,low
1004,Boston,other_service,secretary,private,0,0,black,F,3,YES,13,YES,YES,NO,NO,YES,NO,low
1004,Boston,other_service,secretary,private,0,0,white,F,4,NO,13,YES,YES,YES,NO,YES,YES,high
1004,Boston,other_service,secretary,private,0,0,black,F,4,NO,14,YES,NO,YES,NO,YES,YES,high
1005,Boston,other_service,secretary,unknown,0.1,0,white,F,4,YES,9,YES,NO,YES,NO,YES,YES,high
1005,Boston,other_service,secretary,unknown,0.1,0,white,F,3,YES,13,YES,YES,NO,NO,YES,NO,low
1005,Boston,other_service,secretary,unknown,0.1,0,black,F,4,NO,13,YES,YES,YES,NO,YES,YES,high
1005,Boston,other_service,secretary,unknown,0.1,0,black,F,3,YES,7,YES,YES,NO,NO,YES,NO,low
1007,Boston,other_service,secretary,unknown,0,0,white,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1007,Boston,other_service,secretary,unknown,0,0,white,F,3,YES,16,YES,YES,YES,NO,NO,YES,high
1007,Boston,other_service,secretary,unknown,0,0,black,F,2,NO,16,YES,YES,NO,NO,YES,YES,high
1007,Boston,other_service,secretary,unknown,0,0,black,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1009,Boston,business_and_personal_service,clerical,unknown,0,0,white,F,4,NO,11,YES,YES,NO,NO,YES,NO,low
1009,Boston,business_and_personal_service,clerical,unknown,0,0,black,F,3,NO,13,YES,YES,NO,NO,YES,YES,low
1009,Boston,business_and_personal_service,clerical,unknown,0,0,black,F,4,NO,9,YES,YES,YES,NO,YES,YES,high
1009,Boston,business_and_personal_service,clerical,unknown,0,0,white,F,4,NO,8,YES,YES,YES,NO,YES,YES,high
322,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,F,4,YES,2,YES,NO,NO,NO,YES,NO,low
322,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,M,4,NO,13,YES,NO,NO,NO,NO,YES,high
322,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,black,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
322,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,black,M,4,YES,6,YES,NO,YES,NO,YES,YES,high
1010,Chicago,business_and_personal_service,secretary,unknown,0,1,black,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
1010,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,4,YES,11,YES,YES,YES,NO,NO,YES,high
1010,Chicago,business_and_personal_service,secretary,unknown,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1010,Chicago,business_and_personal_service,secretary,unknown,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1011,Chicago,other_service,clerical,unknown,0,0,white,F,4,YES,14,YES,NO,NO,NO,NO,NO,low
1011,Chicago,other_service,clerical,unknown,0,0,black,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
1011,Chicago,other_service,clerical,unknown,0,0,white,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
1011,Chicago,other_service,clerical,unknown,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
3,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
97,Boston,wholesale_and_retail_trade,manager,private,0.1,0,white,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
255,Boston,other_service,manager,unknown,0,0,white,M,4,NO,18,YES,NO,YES,NO,NO,NO,high
97,Boston,wholesale_and_retail_trade,manager,private,0.1,0,white,F,4,NO,8,YES,NO,NO,NO,NO,NO,low
3,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
255,Boston,other_service,manager,unknown,0,0,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
3,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
97,Boston,wholesale_and_retail_trade,manager,private,0.1,0,black,M,4,NO,26,NO,NO,NO,NO,NO,NO,low
3,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
97,Boston,wholesale_and_retail_trade,manager,private,0.1,0,black,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
255,Boston,other_service,manager,unknown,0,0,white,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
255,Boston,other_service,manager,unknown,0,0,black,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
1012,Boston,business_and_personal_service,secretary,private,0,0,white,F,2,NO,16,YES,YES,NO,NO,YES,YES,high
1012,Boston,business_and_personal_service,secretary,private,0,0,black,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1012,Boston,business_and_personal_service,secretary,private,0,0,black,F,4,NO,9,YES,YES,YES,NO,YES,YES,high
1012,Boston,business_and_personal_service,secretary,private,0,0,white,F,3,NO,1,YES,YES,NO,NO,YES,NO,low
1013,Boston,other_service,supervisor,unknown,0,0,white,F,2,NO,19,NO,NO,YES,NO,NO,YES,high
1013,Boston,other_service,supervisor,unknown,0,0,white,F,3,NO,1,YES,YES,NO,NO,YES,NO,low
1013,Boston,other_service,supervisor,unknown,0,0,black,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1013,Boston,other_service,supervisor,unknown,0,0,black,F,3,YES,16,YES,YES,YES,NO,NO,YES,high
1014,Boston,business_and_personal_service,secretary,public,0,0,white,F,2,NO,19,NO,NO,YES,NO,NO,YES,high
1014,Boston,business_and_personal_service,secretary,public,0,0,white,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1014,Boston,business_and_personal_service,secretary,public,0,0,black,F,4,NO,14,YES,NO,YES,NO,YES,YES,high
1014,Boston,business_and_personal_service,secretary,public,0,0,black,F,3,YES,5,NO,YES,NO,NO,YES,NO,low
1015,Boston,business_and_personal_service,secretary,private,0,0,white,F,3,YES,4,YES,YES,YES,NO,YES,YES,high
1015,Boston,business_and_personal_service,secretary,private,0,0,white,F,4,NO,11,YES,YES,NO,NO,YES,NO,low
1015,Boston,business_and_personal_service,secretary,private,0,0,black,F,4,NO,14,YES,NO,YES,NO,YES,YES,high
1015,Boston,business_and_personal_service,secretary,private,0,0,black,F,3,NO,2,NO,YES,NO,NO,YES,NO,low
1016,Boston,business_and_personal_service,clerical,private,0,0,white,F,3,YES,16,YES,YES,YES,NO,NO,YES,high
1016,Boston,business_and_personal_service,clerical,private,0,0,black,F,4,YES,5,YES,YES,YES,NO,NO,YES,high
1016,Boston,business_and_personal_service,clerical,private,0,0,white,F,4,NO,7,NO,YES,NO,NO,YES,NO,low
1016,Boston,business_and_personal_service,clerical,private,0,0,black,F,3,YES,13,YES,YES,NO,NO,YES,NO,low
1017,Boston,business_and_personal_service,secretary,private,0.1,0,white,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1017,Boston,business_and_personal_service,secretary,private,0.1,0,white,F,3,YES,4,YES,YES,YES,NO,YES,YES,high
1017,Boston,business_and_personal_service,secretary,private,0.1,0,black,F,4,YES,5,YES,YES,YES,NO,NO,YES,high
1017,Boston,business_and_personal_service,secretary,private,0.1,0,black,F,3,NO,13,YES,YES,NO,NO,YES,YES,low
1018,Boston,business_and_personal_service,secretary,private,0.1,0,black,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1018,Boston,business_and_personal_service,secretary,private,0.1,0,black,F,4,NO,8,YES,YES,YES,NO,YES,YES,high
1018,Boston,business_and_personal_service,secretary,private,0.1,0,white,F,3,NO,13,YES,YES,NO,NO,YES,YES,low
1018,Boston,business_and_personal_service,secretary,private,0.1,0,white,F,4,NO,9,YES,YES,YES,NO,YES,YES,high
1019,Boston,business_and_personal_service,secretary,private,0.1,0,white,F,4,NO,8,YES,YES,YES,NO,YES,YES,high
1019,Boston,business_and_personal_service,secretary,private,0.1,0,black,F,4,NO,9,YES,YES,YES,NO,YES,YES,high
1019,Boston,business_and_personal_service,secretary,private,0.1,0,white,F,3,NO,13,YES,YES,NO,NO,YES,YES,low
1019,Boston,business_and_personal_service,secretary,private,0.1,0,black,F,4,NO,11,YES,YES,NO,NO,YES,NO,low
324,Boston,other_service,retail_sales,private,0,0,white,F,4,NO,20,NO,NO,YES,NO,NO,NO,high
324,Boston,other_service,retail_sales,private,0,1,black,M,4,YES,5,YES,YES,YES,NO,NO,NO,high
324,Boston,other_service,retail_sales,private,0,0,white,F,4,NO,8,NO,NO,NO,NO,YES,NO,low
324,Boston,other_service,retail_sales,private,0,0,black,M,4,NO,13,YES,NO,NO,NO,YES,NO,low
1020,Chicago,other_service,clerical,private,0.1,0,white,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
1020,Chicago,other_service,clerical,private,0.1,0,white,F,4,NO,6,YES,NO,NO,NO,NO,NO,low
1020,Chicago,other_service,clerical,private,0.1,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1020,Chicago,other_service,clerical,private,0.1,0,black,F,4,YES,6,YES,NO,YES,NO,YES,YES,high
171,Boston,wholesale_and_retail_trade,sales_rep,public,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
63,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
158,Boston,business_and_personal_service,sales_rep,private,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
98,Boston,transportation_communication,sales_rep,private,0,0,white,F,4,NO,8,NO,NO,YES,NO,NO,YES,high
171,Boston,wholesale_and_retail_trade,sales_rep,public,0,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
98,Boston,transportation_communication,sales_rep,private,0,0,white,M,4,YES,8,YES,NO,NO,NO,NO,NO,low
32,Boston,manufacturing,retail_sales,private,2,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
32,Boston,manufacturing,retail_sales,private,2,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
63,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
158,Boston,business_and_personal_service,sales_rep,private,0.1,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
158,Boston,business_and_personal_service,sales_rep,private,0.1,0,black,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
63,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
32,Boston,manufacturing,retail_sales,private,2,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
32,Boston,manufacturing,retail_sales,private,2,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
171,Boston,wholesale_and_retail_trade,sales_rep,public,0,0,white,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
171,Boston,wholesale_and_retail_trade,sales_rep,public,0,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
98,Boston,transportation_communication,sales_rep,private,0,0,black,F,4,YES,8,NO,NO,NO,NO,NO,NO,low
63,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
158,Boston,business_and_personal_service,sales_rep,private,0.1,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
98,Boston,transportation_communication,sales_rep,private,0,0,black,M,4,NO,10,YES,NO,YES,NO,YES,YES,high
325,Boston,other_service,retail_sales,private,0,0,white,F,4,NO,8,NO,NO,NO,NO,YES,NO,low
325,Boston,other_service,retail_sales,private,0,0,black,F,4,NO,13,YES,NO,NO,NO,NO,NO,low
325,Boston,other_service,retail_sales,private,0,0,white,M,4,YES,5,YES,YES,YES,NO,NO,NO,high
325,Boston,other_service,retail_sales,private,0,0,black,M,4,NO,20,NO,NO,YES,NO,NO,NO,high
1021,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1021,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
1021,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,4,YES,14,YES,NO,NO,NO,NO,NO,low
1021,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,4,YES,11,YES,NO,YES,NO,NO,YES,high
256,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,white,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
33,Boston,other_service,manager,nonprofit,5,0,white,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
33,Boston,other_service,manager,nonprofit,5,0,white,M,4,NO,26,NO,NO,NO,NO,NO,NO,low
4,Boston,wholesale_and_retail_trade,manager,private,0.1,0,white,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
165,Boston,other_service,sales_rep,unknown,0,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
99,Boston,business_and_personal_service,retail_sales,private,2,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
165,Boston,other_service,sales_rep,unknown,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
33,Boston,other_service,manager,nonprofit,5,0,black,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
256,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
165,Boston,other_service,sales_rep,unknown,0,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
172,Boston,business_and_personal_service,sales_rep,private,0.1,0,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
165,Boston,other_service,sales_rep,unknown,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
172,Boston,business_and_personal_service,sales_rep,private,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
99,Boston,business_and_personal_service,retail_sales,private,2,0,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
172,Boston,business_and_personal_service,sales_rep,private,0.1,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
4,Boston,wholesale_and_retail_trade,manager,private,0.1,0,black,F,4,YES,14,YES,YES,YES,NO,NO,NO,high
4,Boston,wholesale_and_retail_trade,manager,private,0.1,0,white,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
33,Boston,other_service,manager,nonprofit,5,0,black,M,4,NO,18,YES,NO,YES,NO,NO,NO,high
99,Boston,business_and_personal_service,retail_sales,private,2,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
256,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
172,Boston,business_and_personal_service,sales_rep,private,0.1,0,white,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
256,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
99,Boston,business_and_personal_service,retail_sales,private,2,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
4,Boston,wholesale_and_retail_trade,manager,private,0.1,0,black,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
1022,Chicago,business_and_personal_service,secretary,private,1,0,black,F,4,YES,7,YES,NO,NO,NO,NO,YES,high
1022,Chicago,business_and_personal_service,secretary,private,1,0,white,F,4,NO,3,YES,YES,NO,NO,YES,NO,low
1022,Chicago,business_and_personal_service,secretary,private,1,1,white,F,4,YES,4,YES,YES,NO,NO,NO,YES,high
1022,Chicago,business_and_personal_service,secretary,private,1,0,black,F,4,YES,3,YES,NO,NO,NO,NO,NO,low
64,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
173,Boston,business_and_personal_service,sales_rep,public,0.1,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
175,Boston,wholesale_and_retail_trade,sales_rep,public,0,0,black,F,2,NO,8,NO,NO,NO,NO,YES,NO,low
34,Boston,business_and_personal_service,sales_rep,private,0,0,black,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
34,Boston,business_and_personal_service,sales_rep,private,0,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
175,Boston,wholesale_and_retail_trade,sales_rep,public,0,0,white,M,4,NO,10,YES,NO,NO,YES,YES,YES,high
173,Boston,business_and_personal_service,sales_rep,public,0.1,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
64,Boston,wholesale_and_retail_trade,retail_sales,private,0.1,0,white,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
34,Boston,business_and_personal_service,sales_rep,private,0,0,black,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
173,Boston,business_and_personal_service,sales_rep,public,0.1,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
257,Boston,transportation_communication,retail_sales,public,0,1,black,F,4,NO,13,YES,NO,NO,NO,NO,NO,low
